PRENEI_MENS,PRELIQ_MENS,PRETOTM_MENS,T_MENS,EVAP_MENS,ETP_MENS,PE_MENS,SWI_MENS,DRAINC_MENS,RUNC_MENS,ECOULEMENT_MENS,ville,Annee,Mois,longitude,latitude,Departement,distance_km
26.3,132.2,158.5,4.4,3.6,13.0,155.2,1.05,98.1,61.5,141.5,Ville 7694,1966,2,5.75,45.25,Isere,2.6980766893828694
84.4,52.0,136.4,2.3,16.0,42.4,120.6,1.05,110.3,29.5,120.3,Ville 7694,1966,3,5.75,45.25,Isere,2.6980766893828694
3.8,165.5,169.3,8.4,31.7,50.1,137.9,1.13,248.3,119.5,284.6,Ville 7694,1966,4,5.75,45.25,Isere,2.6980766893828694
9.5,144.3,153.8,11.6,81.3,91.3,72.6,0.99,155.1,40.5,75.3,Ville 7694,1966,5,5.75,45.25,Isere,2.6980766893828694
0.0,104.1,104.1,15.7,108.5,119.1,-4.4,0.68,12.0,8.9,0.0,Ville 7694,1966,6,5.75,45.25,Isere,2.6980766893828694
0.0,169.6,169.6,14.9,111.0,111.6,58.6,0.76,21.9,17.8,0.0,Ville 7694,1966,7,5.75,45.25,Isere,2.6980766893828694
0.0,100.2,100.2,14.9,87.1,87.1,13.1,0.7,13.8,7.1,0.0,Ville 7694,1966,8,5.75,45.25,Isere,2.6980766893828694
0.0,30.0,30.0,14.8,69.0,79.6,-39.0,0.56,4.9,1.4,0.0,Ville 7694,1966,9,5.75,45.25,Isere,2.6980766893828694
5.8,150.9,156.7,10.7,32.9,28.8,123.8,0.62,10.7,17.6,5.1,Ville 7694,1966,10,5.75,45.25,Isere,2.6980766893828694
136.3,54.9,191.2,1.1,7.3,12.4,183.4,0.95,57.6,15.5,52.9,Ville 7694,1966,11,5.75,45.25,Isere,2.6980766893828694
131.3,113.1,244.4,-0.7,0.8,7.3,243.4,0.98,75.7,62.1,119.0,Ville 7694,1966,12,5.75,45.25,Isere,2.6980766893828694
35.3,52.3,87.6,-1.6,0.0,8.4,87.7,0.95,47.8,33.9,51.8,Ville 7694,1967,1,5.75,45.25,Isere,2.6980766893828694
32.8,94.4,127.2,1.2,3.2,14.2,124.1,0.94,32.6,76.8,115.1,Ville 7694,1967,2,5.75,45.25,Isere,2.6980766893828694
31.9,97.6,129.5,5.0,18.5,39.5,111.0,1.11,159.0,78.5,186.7,Ville 7694,1967,3,5.75,45.25,Isere,2.6980766893828694
18.0,38.0,56.0,6.5,46.5,63.1,9.6,0.98,99.4,27.8,88.3,Ville 7694,1967,4,5.75,45.25,Isere,2.6980766893828694
6.2,211.8,218.0,11.2,76.1,73.5,142.0,0.93,56.5,30.4,6.8,Ville 7694,1967,5,5.75,45.25,Isere,2.6980766893828694
0.0,103.3,103.3,13.9,106.0,110.6,-2.7,0.93,70.8,14.4,0.0,Ville 7694,1967,6,5.75,45.25,Isere,2.6980766893828694
0.0,72.6,72.6,19.2,123.9,139.4,-51.3,0.63,11.1,5.0,0.0,Ville 7694,1967,7,5.75,45.25,Isere,2.6980766893828694
0.0,80.5,80.5,17.1,85.8,99.0,-5.3,0.5,4.6,4.8,0.0,Ville 7694,1967,8,5.75,45.25,Isere,2.6980766893828694
0.0,172.5,172.5,12.7,55.3,54.9,117.2,0.62,13.8,20.2,0.0,Ville 7694,1967,9,5.75,45.25,Isere,2.6980766893828694
17.7,81.9,99.6,10.7,43.8,40.1,55.8,0.75,14.6,8.9,8.8,Ville 7694,1967,10,5.75,45.25,Isere,2.6980766893828694
18.0,122.4,140.4,4.6,13.7,11.3,126.7,0.98,73.8,23.7,31.8,Ville 7694,1967,11,5.75,45.25,Isere,2.6980766893828694
64.1,38.2,102.3,-2.3,0.7,7.0,101.6,0.92,36.2,31.3,42.4,Ville 7694,1967,12,5.75,45.25,Isere,2.6980766893828694
227.8,38.7,266.5,-2.4,0.5,7.8,265.8,0.92,21.7,25.7,31.2,Ville 7694,1968,1,5.75,45.25,Isere,2.6980766893828694
51.2,56.5,107.7,1.6,-1.1,11.0,109.2,0.94,36.6,46.2,92.1,Ville 7694,1968,2,5.75,45.25,Isere,2.6980766893828694
31.5,25.2,56.7,3.9,11.7,43.1,44.9,1.0,77.3,80.1,181.8,Ville 7694,1968,3,5.75,45.25,Isere,2.6980766893828694
8.0,90.5,98.5,8.7,43.1,61.7,55.6,1.02,145.9,72.5,170.8,Ville 7694,1968,4,5.75,45.25,Isere,2.6980766893828694
3.3,149.3,152.6,10.5,77.9,75.5,74.7,0.96,76.8,19.8,3.5,Ville 7694,1968,5,5.75,45.25,Isere,2.6980766893828694
0.0,148.8,148.8,14.4,105.7,106.6,43.1,0.9,42.2,19.0,0.0,Ville 7694,1968,6,5.75,45.25,Isere,2.6980766893828694
0.0,183.6,183.6,16.7,127.6,128.6,56.0,0.84,35.5,22.6,0.0,Ville 7694,1968,7,5.75,45.25,Isere,2.6980766893828694
0.0,309.2,309.2,14.3,87.0,77.5,222.2,1.01,113.8,50.8,0.0,Ville 7694,1968,8,5.75,45.25,Isere,2.6980766893828694
0.0,221.1,221.1,12.0,65.3,55.4,155.8,1.05,122.1,36.3,0.0,Ville 7694,1968,9,5.75,45.25,Isere,2.6980766893828694
0.0,49.0,49.0,10.6,37.4,34.2,11.6,0.93,62.6,6.6,0.0,Ville 7694,1968,10,5.75,45.25,Isere,2.6980766893828694
32.4,88.2,120.6,3.6,11.8,11.5,108.7,0.96,59.2,21.5,32.8,Ville 7694,1968,11,5.75,45.25,Isere,2.6980766893828694
128.6,142.6,271.2,-0.3,4.1,8.1,267.0,0.94,78.8,65.8,66.2,Ville 7694,1968,12,5.75,45.25,Isere,2.6980766893828694
61.5,47.5,109.0,-0.7,-1.1,8.9,110.3,0.95,35.3,40.2,45.7,Ville 7694,1969,1,5.75,45.25,Isere,2.6980766893828694
62.8,40.8,103.6,-2.1,0.9,12.5,102.7,0.92,17.2,42.0,47.4,Ville 7694,1969,2,5.75,45.25,Isere,2.6980766893828694
16.2,73.8,90.0,3.8,8.7,23.5,81.3,0.99,48.1,67.3,104.8,Ville 7694,1969,3,5.75,45.25,Isere,2.6980766893828694
19.7,131.6,151.3,6.9,35.9,51.5,115.6,1.07,126.8,99.1,170.0,Ville 7694,1969,4,5.75,45.25,Isere,2.6980766893828694
0.0,103.8,103.8,12.0,78.6,80.6,25.2,0.94,93.2,19.0,22.4,Ville 7694,1969,5,5.75,45.25,Isere,2.6980766893828694
0.1,248.4,248.5,12.7,87.0,81.7,161.5,0.97,87.3,38.7,0.1,Ville 7694,1969,6,5.75,45.25,Isere,2.6980766893828694
0.0,109.3,109.3,17.2,128.9,132.6,-19.6,0.82,40.7,10.1,0.0,Ville 7694,1969,7,5.75,45.25,Isere,2.6980766893828694
0.0,110.7,110.7,15.7,95.2,97.8,15.5,0.63,8.8,7.9,0.0,Ville 7694,1969,8,5.75,45.25,Isere,2.6980766893828694
0.0,84.7,84.7,13.8,65.0,62.5,19.7,0.73,11.0,7.7,0.0,Ville 7694,1969,9,5.75,45.25,Isere,2.6980766893828694
0.0,4.8,4.8,9.9,34.6,41.6,-29.8,0.6,7.1,0.2,0.0,Ville 7694,1969,10,5.75,45.25,Isere,2.6980766893828694
36.4,188.3,224.7,3.7,13.0,13.0,211.8,0.84,45.7,30.9,19.4,Ville 7694,1969,11,5.75,45.25,Isere,2.6980766893828694
128.9,24.4,153.3,-3.9,-0.2,8.5,153.4,0.93,38.8,16.0,17.8,Ville 7694,1969,12,5.75,45.25,Isere,2.6980766893828694
25.7,90.5,116.2,0.7,-0.8,9.6,116.8,0.92,25.6,72.4,97.2,Ville 7694,1970,1,5.75,45.25,Isere,2.6980766893828694
182.1,167.1,349.2,-0.2,2.0,11.1,347.1,1.05,77.0,134.0,186.2,Ville 7694,1970,2,5.75,45.25,Isere,2.6980766893828694
136.9,107.5,244.4,-0.1,2.2,24.0,242.6,1.03,65.7,83.3,149.1,Ville 7694,1970,3,5.75,45.25,Isere,2.6980766893828694
81.5,177.0,258.5,4.6,20.1,49.9,239.2,1.16,204.7,138.7,291.9,Ville 7694,1970,4,5.75,45.25,Isere,2.6980766893828694
0.5,115.3,115.8,10.4,62.3,84.0,53.5,1.08,208.7,120.3,248.8,Ville 7694,1970,5,5.75,45.25,Isere,2.6980766893828694
0.0,154.5,154.5,16.0,109.4,105.3,45.1,0.88,42.4,17.9,0.0,Ville 7694,1970,6,5.75,45.25,Isere,2.6980766893828694
0.0,105.3,105.3,16.7,125.8,130.2,-20.5,0.76,21.3,9.4,0.0,Ville 7694,1970,7,5.75,45.25,Isere,2.6980766893828694
0.0,105.2,105.2,16.6,98.3,97.5,6.9,0.66,10.1,7.7,0.0,Ville 7694,1970,8,5.75,45.25,Isere,2.6980766893828694
0.0,76.9,76.9,14.5,76.5,83.9,0.4,0.59,6.0,5.2,0.0,Ville 7694,1970,9,5.75,45.25,Isere,2.6980766893828694
5.7,123.8,129.5,7.9,38.0,36.0,91.4,0.81,25.3,16.0,5.9,Ville 7694,1970,10,5.75,45.25,Isere,2.6980766893828694
14.2,165.4,179.6,5.1,17.3,15.1,162.1,0.94,77.8,30.3,16.0,Ville 7694,1970,11,5.75,45.25,Isere,2.6980766893828694
48.9,26.8,75.7,-1.2,4.7,9.2,70.9,0.96,63.4,6.2,11.4,Ville 7694,1970,12,5.75,45.25,Isere,2.6980766893828694
62.8,47.0,109.8,-2.0,0.2,9.2,109.6,0.88,13.1,54.4,62.9,Ville 7694,1971,1,5.75,45.25,Isere,2.6980766893828694
45.3,28.3,73.6,0.1,4.7,21.7,68.9,0.92,13.4,28.3,33.9,Ville 7694,1971,2,5.75,45.25,Isere,2.6980766893828694
104.2,80.0,184.2,-0.7,7.7,33.1,176.6,0.97,27.1,62.6,77.0,Ville 7694,1971,3,5.75,45.25,Isere,2.6980766893828694
2.0,157.6,159.6,9.4,42.2,64.3,117.4,1.06,87.9,142.4,181.8,Ville 7694,1971,4,5.75,45.25,Isere,2.6980766893828694
0.3,112.2,112.5,11.9,77.5,73.2,35.0,0.98,94.7,14.7,0.3,Ville 7694,1971,5,5.75,45.25,Isere,2.6980766893828694
0.0,249.1,249.1,13.2,97.4,90.6,151.7,1.02,103.1,37.9,0.0,Ville 7694,1971,6,5.75,45.25,Isere,2.6980766893828694
0.0,54.0,54.0,18.5,129.9,140.3,-75.9,0.73,24.3,3.9,0.0,Ville 7694,1971,7,5.75,45.25,Isere,2.6980766893828694
0.0,152.0,152.0,18.4,106.8,114.3,45.2,0.56,7.3,11.3,0.0,Ville 7694,1971,8,5.75,45.25,Isere,2.6980766893828694
0.0,75.9,75.9,12.8,67.6,72.1,8.3,0.62,6.4,5.9,0.0,Ville 7694,1971,9,5.75,45.25,Isere,2.6980766893828694
0.0,54.5,54.5,9.5,38.5,39.4,16.0,0.65,9.1,5.5,0.0,Ville 7694,1971,10,5.75,45.25,Isere,2.6980766893828694
121.2,116.2,237.4,1.2,11.6,14.4,225.5,0.85,33.9,19.1,26.8,Ville 7694,1971,11,5.75,45.25,Isere,2.6980766893828694
6.7,3.9,10.6,0.5,-0.1,13.5,10.8,0.9,31.6,17.2,42.7,Ville 7694,1971,12,5.75,45.25,Isere,2.6980766893828694
70.9,13.9,84.8,-0.3,0.3,10.5,84.5,0.87,21.9,5.9,10.7,Ville 7694,1972,1,5.75,45.25,Isere,2.6980766893828694
96.3,57.9,154.2,2.5,1.7,13.4,152.5,0.93,40.2,39.9,79.2,Ville 7694,1972,2,5.75,45.25,Isere,2.6980766893828694
40.7,44.1,84.8,4.8,13.2,36.9,71.9,0.97,68.2,70.9,164.4,Ville 7694,1972,3,5.75,45.25,Isere,2.6980766893828694
15.3,121.6,136.9,6.4,36.8,52.3,100.2,1.06,167.1,52.4,131.2,Ville 7694,1972,4,5.75,45.25,Isere,2.6980766893828694
0.6,113.3,113.9,10.4,81.3,81.5,32.5,0.9,49.9,14.2,5.7,Ville 7694,1972,5,5.75,45.25,Isere,2.6980766893828694
0.0,132.1,132.1,13.5,92.8,92.7,39.3,0.83,25.5,13.8,0.0,Ville 7694,1972,6,5.75,45.25,Isere,2.6980766893828694
0.0,102.4,102.4,16.2,117.4,121.1,-15.0,0.77,18.1,9.7,0.0,Ville 7694,1972,7,5.75,45.25,Isere,2.6980766893828694
0.0,71.7,71.7,15.1,83.7,91.6,-12.0,0.56,6.2,3.5,0.0,Ville 7694,1972,8,5.75,45.25,Isere,2.6980766893828694
0.0,77.2,77.2,10.1,57.5,58.2,19.7,0.64,6.6,6.8,0.0,Ville 7694,1972,9,5.75,45.25,Isere,2.6980766893828694
0.9,64.9,65.8,8.1,31.0,35.8,34.9,0.57,5.7,5.6,1.2,Ville 7694,1972,10,5.75,45.25,Isere,2.6980766893828694
11.4,166.2,177.6,4.4,16.4,14.5,161.3,0.88,57.0,28.3,13.0,Ville 7694,1972,11,5.75,45.25,Isere,2.6980766893828694
2.2,51.0,53.2,1.0,5.5,13.5,47.7,0.96,60.1,13.4,4.7,Ville 7694,1972,12,5.75,45.25,Isere,2.6980766893828694
73.6,19.7,93.3,-1.1,2.8,12.2,90.7,0.88,16.2,13.1,22.5,Ville 7694,1973,1,5.75,45.25,Isere,2.6980766893828694
117.0,41.0,158.0,-1.7,1.8,15.6,156.2,0.91,19.2,30.8,40.4,Ville 7694,1973,2,5.75,45.25,Isere,2.6980766893828694
23.3,13.4,36.7,1.8,8.0,41.7,28.8,0.92,18.8,68.9,108.2,Ville 7694,1973,3,5.75,45.25,Isere,2.6980766893828694
93.1,67.2,160.3,4.2,27.9,56.3,132.5,1.06,65.3,70.3,142.6,Ville 7694,1973,4,5.75,45.25,Isere,2.6980766893828694
0.5,123.5,124.0,12.5,76.7,79.5,47.3,1.0,91.9,52.9,59.9,Ville 7694,1973,5,5.75,45.25,Isere,2.6980766893828694
0.0,162.6,162.6,15.3,109.2,107.2,53.4,0.88,42.2,21.0,0.0,Ville 7694,1973,6,5.75,45.25,Isere,2.6980766893828694
0.0,310.5,310.5,16.6,118.7,118.8,191.8,0.91,115.1,54.7,0.0,Ville 7694,1973,7,5.75,45.25,Isere,2.6980766893828694
0.0,93.5,93.5,17.9,107.0,107.7,-13.5,0.78,33.5,7.1,0.0,Ville 7694,1973,8,5.75,45.25,Isere,2.6980766893828694
0.0,115.4,115.4,13.9,72.6,71.8,42.8,0.72,13.1,12.4,0.0,Ville 7694,1973,9,5.75,45.25,Isere,2.6980766893828694
0.0,98.2,98.2,7.5,38.2,34.0,60.0,0.89,40.0,12.8,0.0,Ville 7694,1973,10,5.75,45.25,Isere,2.6980766893828694
34.7,84.5,119.2,2.7,15.9,15.2,103.3,0.92,46.1,12.5,1.2,Ville 7694,1973,11,5.75,45.25,Isere,2.6980766893828694
39.7,68.1,107.8,-0.3,1.7,11.0,106.1,0.94,33.3,52.3,63.0,Ville 7694,1973,12,5.75,45.25,Isere,2.6980766893828694
26.2,87.5,113.7,2.7,3.6,11.1,110.3,0.96,40.4,58.5,56.5,Ville 7694,1974,1,5.75,45.25,Isere,2.6980766893828694
112.9,76.1,189.0,2.0,5.8,15.3,183.6,1.03,68.4,33.9,61.2,Ville 7694,1974,2,5.75,45.25,Isere,2.6980766893828694
33.7,67.9,101.6,5.0,8.5,26.6,93.3,1.02,67.4,70.8,135.7,Ville 7694,1974,3,5.75,45.25,Isere,2.6980766893828694
8.6,37.9,46.5,6.7,38.4,55.4,8.2,0.9,86.2,26.6,76.1,Ville 7694,1974,4,5.75,45.25,Isere,2.6980766893828694
2.3,132.1,134.4,10.5,74.3,75.6,60.1,0.86,35.1,15.5,2.4,Ville 7694,1974,5,5.75,45.25,Isere,2.6980766893828694
0.2,155.1,155.3,13.5,101.8,100.9,53.5,0.86,31.2,18.3,0.2,Ville 7694,1974,6,5.75,45.25,Isere,2.6980766893828694
0.0,102.5,102.5,16.5,126.1,130.0,-23.6,0.82,30.8,10.4,0.0,Ville 7694,1974,7,5.75,45.25,Isere,2.6980766893828694
0.0,73.6,73.6,17.1,96.9,114.2,-23.3,0.55,7.2,3.4,0.0,Ville 7694,1974,8,5.75,45.25,Isere,2.6980766893828694
5.8,266.1,271.9,12.0,65.9,58.1,206.0,0.76,28.4,39.0,5.7,Ville 7694,1974,9,5.75,45.25,Isere,2.6980766893828694
61.1,182.5,243.6,3.1,21.5,19.4,222.3,1.09,172.4,42.8,55.8,Ville 7694,1974,10,5.75,45.25,Isere,2.6980766893828694
71.1,194.6,265.7,3.6,8.4,13.8,257.5,1.05,142.7,53.3,79.2,Ville 7694,1974,11,5.75,45.25,Isere,2.6980766893828694
42.6,75.8,118.4,1.6,3.1,11.1,115.3,1.03,104.8,49.4,77.7,Ville 7694,1974,12,5.75,45.25,Isere,2.6980766893828694
56.1,140.7,196.8,2.3,4.0,11.8,192.8,1.03,84.4,61.4,79.0,Ville 7694,1975,1,5.75,45.25,Isere,2.6980766893828694
10.4,10.3,20.7,1.9,10.2,21.8,10.3,0.99,61.1,13.3,20.9,Ville 7694,1975,2,5.75,45.25,Isere,2.6980766893828694
88.0,71.4,159.4,2.1,10.5,24.8,148.9,0.98,50.6,30.4,62.6,Ville 7694,1975,3,5.75,45.25,Isere,2.6980766893828694
67.7,78.7,146.4,6.7,40.7,68.0,105.6,1.05,125.3,69.7,164.4,Ville 7694,1975,4,5.75,45.25,Isere,2.6980766893828694
3.6,149.1,152.7,10.6,73.1,76.7,79.6,0.89,76.5,28.2,48.5,Ville 7694,1975,5,5.75,45.25,Isere,2.6980766893828694
0.0,114.0,114.0,13.6,101.0,99.8,13.0,0.85,33.3,11.0,0.0,Ville 7694,1975,6,5.75,45.25,Isere,2.6980766893828694
0.0,61.2,61.2,17.9,122.9,133.1,-61.7,0.72,17.3,5.5,0.0,Ville 7694,1975,7,5.75,45.25,Isere,2.6980766893828694
0.0,162.2,162.2,17.3,92.9,93.2,69.3,0.59,6.8,12.3,0.0,Ville 7694,1975,8,5.75,45.25,Isere,2.6980766893828694
0.0,242.8,242.8,14.4,61.4,53.6,181.4,0.93,76.0,39.5,0.0,Ville 7694,1975,9,5.75,45.25,Isere,2.6980766893828694
7.1,92.6,99.7,7.4,37.4,34.4,62.3,0.95,66.5,15.9,7.9,Ville 7694,1975,10,5.75,45.25,Isere,2.6980766893828694
41.8,178.4,220.2,3.2,12.4,11.6,207.6,1.01,100.8,45.0,38.3,Ville 7694,1975,11,5.75,45.25,Isere,2.6980766893828694
41.0,39.9,80.9,0.6,3.7,11.3,77.2,1.0,80.7,20.7,32.1,Ville 7694,1975,12,5.75,45.25,Isere,2.6980766893828694
28.2,17.5,45.7,-0.1,3.7,12.3,42.0,0.88,22.7,9.1,14.7,Ville 7694,1976,1,5.75,45.25,Isere,2.6980766893828694
79.4,43.9,123.3,1.8,5.0,20.2,118.6,0.94,32.5,39.5,71.5,Ville 7694,1976,2,5.75,45.25,Isere,2.6980766893828694
38.5,31.0,69.5,3.6,22.6,45.8,47.1,0.96,36.4,52.6,93.8,Ville 7694,1976,3,5.75,45.25,Isere,2.6980766893828694
29.4,56.4,85.8,6.7,47.6,63.2,38.5,0.92,67.2,26.0,75.3,Ville 7694,1976,4,5.75,45.25,Isere,2.6980766893828694
0.0,51.3,51.3,12.8,90.0,100.7,-38.7,0.73,19.4,3.5,0.0,Ville 7694,1976,5,5.75,45.25,Isere,2.6980766893828694
0.0,52.2,52.2,17.7,98.3,138.0,-46.1,0.49,4.4,1.9,0.0,Ville 7694,1976,6,5.75,45.25,Isere,2.6980766893828694
0.0,91.2,91.2,17.9,102.2,114.1,-11.0,0.44,3.5,4.5,0.0,Ville 7694,1976,7,5.75,45.25,Isere,2.6980766893828694
0.0,103.5,103.5,16.1,66.0,97.6,37.5,0.34,1.1,4.6,0.0,Ville 7694,1976,8,5.75,45.25,Isere,2.6980766893828694
0.0,162.3,162.3,11.9,58.8,53.1,103.5,0.69,16.0,19.7,0.0,Ville 7694,1976,9,5.75,45.25,Isere,2.6980766893828694
0.0,118.7,118.7,9.3,31.5,22.6,87.2,0.88,36.7,15.1,0.0,Ville 7694,1976,10,5.75,45.25,Isere,2.6980766893828694
23.4,144.3,167.7,2.8,11.3,12.3,156.5,1.02,107.0,30.2,25.4,Ville 7694,1976,11,5.75,45.25,Isere,2.6980766893828694
67.7,94.8,162.5,-0.3,3.6,9.1,159.0,1.02,94.6,39.5,51.3,Ville 7694,1976,12,5.75,45.25,Isere,2.6980766893828694
76.9,87.9,164.8,0.4,-0.1,7.7,164.9,0.97,27.6,70.2,81.9,Ville 7694,1977,1,5.75,45.25,Isere,2.6980766893828694
52.8,249.0,301.8,3.2,5.3,11.9,296.6,1.13,125.5,154.8,166.6,Ville 7694,1977,2,5.75,45.25,Isere,2.6980766893828694
14.8,110.4,125.2,6.0,22.7,31.0,102.7,1.07,108.7,49.3,75.9,Ville 7694,1977,3,5.75,45.25,Isere,2.6980766893828694
35.0,157.4,192.4,6.5,39.1,50.2,153.1,1.03,114.6,48.1,79.4,Ville 7694,1977,4,5.75,45.25,Isere,2.6980766893828694
2.0,137.6,139.6,10.4,70.8,68.1,68.8,1.02,109.3,19.9,5.8,Ville 7694,1977,5,5.75,45.25,Isere,2.6980766893828694
0.0,131.7,131.7,13.7,92.1,92.0,39.6,0.82,25.4,13.8,0.0,Ville 7694,1977,6,5.75,45.25,Isere,2.6980766893828694
0.0,184.4,184.4,16.3,121.4,119.6,63.0,0.82,25.1,24.5,0.0,Ville 7694,1977,7,5.75,45.25,Isere,2.6980766893828694
0.0,148.3,148.3,14.7,98.2,92.6,50.1,0.9,41.3,17.2,0.0,Ville 7694,1977,8,5.75,45.25,Isere,2.6980766893828694
0.0,15.4,15.4,12.3,65.0,71.0,-49.6,0.77,25.0,1.3,0.0,Ville 7694,1977,9,5.75,45.25,Isere,2.6980766893828694
0.0,207.4,207.4,10.0,37.1,33.4,170.3,0.82,29.6,29.4,0.0,Ville 7694,1977,10,5.75,45.25,Isere,2.6980766893828694
69.4,135.5,204.9,3.0,14.4,13.4,190.5,1.06,135.1,32.3,36.4,Ville 7694,1977,11,5.75,45.25,Isere,2.6980766893828694
40.1,105.2,145.3,1.1,2.8,10.4,142.5,1.0,69.5,56.3,64.5,Ville 7694,1977,12,5.75,45.25,Isere,2.6980766893828694
176.3,80.3,256.6,-0.6,2.9,10.6,253.8,0.97,51.3,50.5,57.4,Ville 7694,1978,1,5.75,45.25,Isere,2.6980766893828694
155.6,112.1,267.7,0.1,-0.8,10.9,268.5,0.98,52.5,79.5,142.5,Ville 7694,1978,2,5.75,45.25,Isere,2.6980766893828694
121.0,136.7,257.7,3.6,8.0,28.2,249.7,1.12,159.7,85.7,193.0,Ville 7694,1978,3,5.75,45.25,Isere,2.6980766893828694
32.1,75.5,107.6,5.1,22.5,50.2,84.8,1.1,149.6,81.3,215.5,Ville 7694,1978,4,5.75,45.25,Isere,2.6980766893828694
9.7,149.1,158.8,9.5,55.7,68.8,103.1,1.09,212.7,102.3,214.2,Ville 7694,1978,5,5.75,45.25,Isere,2.6980766893828694
0.0,116.7,116.7,13.8,93.0,94.4,23.7,0.85,40.8,14.4,7.1,Ville 7694,1978,6,5.75,45.25,Isere,2.6980766893828694
0.0,113.6,113.6,15.9,111.8,111.9,1.8,0.84,36.0,13.1,0.0,Ville 7694,1978,7,5.75,45.25,Isere,2.6980766893828694
0.0,165.1,165.1,15.2,99.3,103.9,65.8,0.81,44.7,27.2,0.0,Ville 7694,1978,8,5.75,45.25,Isere,2.6980766893828694
0.7,65.6,66.3,12.7,68.2,75.7,-1.9,0.64,8.4,4.8,0.4,Ville 7694,1978,9,5.75,45.25,Isere,2.6980766893828694
3.5,32.5,36.0,7.6,35.7,39.0,0.2,0.62,6.1,2.7,3.9,Ville 7694,1978,10,5.75,45.25,Isere,2.6980766893828694
20.7,7.8,28.5,2.7,13.4,20.0,15.0,0.54,3.0,0.5,3.0,Ville 7694,1978,11,5.75,45.25,Isere,2.6980766893828694
24.0,139.7,163.7,2.2,5.0,10.0,158.7,0.76,16.7,35.9,60.4,Ville 7694,1978,12,5.75,45.25,Isere,2.6980766893828694
110.0,73.2,183.2,-2.1,0.0,6.5,183.2,0.96,43.5,72.0,86.8,Ville 7694,1979,1,5.75,45.25,Isere,2.6980766893828694
22.6,151.0,173.6,1.6,2.9,11.4,170.7,1.07,94.7,120.1,149.2,Ville 7694,1979,2,5.75,45.25,Isere,2.6980766893828694
47.8,176.5,224.3,4.1,18.5,27.0,206.0,1.08,102.0,71.5,79.6,Ville 7694,1979,3,5.75,45.25,Isere,2.6980766893828694
38.6,122.1,160.7,5.3,38.2,49.9,122.7,1.07,129.7,38.3,78.3,Ville 7694,1979,4,5.75,45.25,Isere,2.6980766893828694
5.5,98.4,103.9,11.4,85.5,89.3,18.4,0.9,63.8,15.3,14.6,Ville 7694,1979,5,5.75,45.25,Isere,2.6980766893828694
0.0,117.0,117.0,15.5,99.9,101.3,17.1,0.82,22.9,11.9,0.0,Ville 7694,1979,6,5.75,45.25,Isere,2.6980766893828694
0.0,59.1,59.1,17.4,114.9,133.6,-55.8,0.62,9.9,3.5,0.0,Ville 7694,1979,7,5.75,45.25,Isere,2.6980766893828694
0.0,193.5,193.5,15.3,93.1,95.3,100.4,0.59,9.2,18.5,0.0,Ville 7694,1979,8,5.75,45.25,Isere,2.6980766893828694
0.0,67.7,67.7,13.0,73.6,71.7,-5.9,0.73,15.1,5.9,0.0,Ville 7694,1979,9,5.75,45.25,Isere,2.6980766893828694
0.0,150.8,150.8,10.1,28.9,24.1,121.9,0.86,42.8,21.2,0.0,Ville 7694,1979,10,5.75,45.25,Isere,2.6980766893828694
30.7,151.4,182.1,2.7,11.6,14.2,170.5,1.04,119.9,38.2,35.4,Ville 7694,1979,11,5.75,45.25,Isere,2.6980766893828694
109.5,174.0,283.5,1.4,6.6,10.8,277.0,1.04,124.4,56.7,58.5,Ville 7694,1979,12,5.75,45.25,Isere,2.6980766893828694
72.1,83.2,155.3,-1.1,0.6,9.5,154.7,0.96,48.0,67.8,86.7,Ville 7694,1980,1,5.75,45.25,Isere,2.6980766893828694
41.9,112.5,154.4,2.6,6.0,17.2,148.4,1.01,73.4,82.5,95.8,Ville 7694,1980,2,5.75,45.25,Isere,2.6980766893828694
75.3,125.6,200.9,3.0,12.9,27.4,188.2,1.03,73.4,69.0,112.0,Ville 7694,1980,3,5.75,45.25,Isere,2.6980766893828694
19.6,44.5,64.1,5.2,38.6,58.8,25.7,1.02,106.5,48.5,116.5,Ville 7694,1980,4,5.75,45.25,Isere,2.6980766893828694
0.1,158.2,158.3,9.5,61.2,65.6,97.3,0.94,96.7,33.5,57.8,Ville 7694,1980,5,5.75,45.25,Isere,2.6980766893828694
0.0,207.8,207.8,12.9,95.7,88.9,112.1,0.98,73.5,28.8,0.0,Ville 7694,1980,6,5.75,45.25,Isere,2.6980766893828694
0.0,194.6,194.6,15.0,110.9,108.7,83.7,1.0,109.9,29.9,0.0,Ville 7694,1980,7,5.75,45.25,Isere,2.6980766893828694
0.0,72.0,72.0,17.1,96.8,104.2,-24.8,0.67,14.7,4.8,0.0,Ville 7694,1980,8,5.75,45.25,Isere,2.6980766893828694
0.0,97.8,97.8,14.2,76.4,76.7,21.4,0.68,7.4,8.7,0.0,Ville 7694,1980,9,5.75,45.25,Isere,2.6980766893828694
9.8,308.1,317.9,7.7,34.7,30.2,283.3,0.96,138.9,59.3,11.6,Ville 7694,1980,10,5.75,45.25,Isere,2.6980766893828694
49.1,76.6,125.7,3.0,11.7,11.4,114.1,0.99,72.6,15.5,16.9,Ville 7694,1980,11,5.75,45.25,Isere,2.6980766893828694
132.9,56.3,189.2,-1.8,0.6,7.9,188.4,0.95,53.9,37.1,64.7,Ville 7694,1980,12,5.75,45.25,Isere,2.6980766893828694
